ID,code,Airline,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1,AA,American Airlines,2009,1,"46,183.00","12,066.00","58,249.00","5,046,794.00","1,646,798.00","6,693,592.00",612.04,127.27,35.6,12.71,44.55,0.09,34.31,21.38,1.5,"7,298.73","2,257.21",798.92,"1,947.49",3.12,"2,292.00"
2,AA,American Airlines,2009,2,"42,031.00","10,654.00","52,685.00","4,817,178.00","1,394,746.00","6,211,924.00",550.19,89.77,31.8,2.37,33.28,0.04,22.29,12.28,0.88,"4,929.69","1,886.37",131.53,"1,498.47",1.23,"1,412.09"
3,AA,American Airlines,2009,3,"46,938.00","11,892.00","58,830.00","5,788,308.00","1,634,131.00","7,422,439.00",613.06,122.22,39.74,3.91,45.9,0.04,32.62,13.55,1.94,"7,175.41","2,592.51",256.28,"2,163.65",1.28,"2,161.68"
4,AA,American Airlines,2009,4,"45,069.00","11,499.00","56,568.00","5,598,830.00","1,638,680.00","7,237,510.00",584.68,137.94,38.5,5.35,53.13,0.03,40.93,9.19,2.32,"9,054.92","2,507.45",404.21,"2,977.58",1.85,"3,163.85"
5,AA,American Airlines,2009,5,"46,198.00","11,425.00","57,623.00","5,659,385.00","1,561,968.00","7,221,353.00",638.66,130,37.11,5.23,52.27,0.07,35.32,8.79,2.64,"7,694.53","2,338.14",411.23,"2,492.27",2.63,"2,450.26"
6,AA,American Airlines,2009,6,"45,168.00","11,418.00","56,586.00","5,901,624.00","1,723,349.00","7,624,973.00",607.11,166.43,53.83,9.7,54.27,0.08,48.55,16.8,4.01,"10,836.58","3,604.57",921.72,"2,776.93",3.53,"3,529.83"
7,AA,American Airlines,2009,7,"47,268.00","12,098.00","59,366.00","6,235,789.00","1,922,721.00","8,158,510.00",627.29,163.37,55.57,8.4,50.29,0.11,49,8.3,2.74,"9,834.28","3,507.64",646.51,"2,277.62",3.63,"3,398.87"
8,AA,American Airlines,2009,8,"47,151.00","11,727.00","58,878.00","5,873,874.00","1,845,142.00","7,719,016.00",624.61,134.11,44.37,9.53,39.99,0.16,40.06,6.43,2.17,"7,647.30","2,628.72",600.2,"1,781.75",13.37,"2,623.26"
9,AA,American Airlines,2009,9,"44,007.00","10,037.00","54,044.00","5,068,030.00","1,441,869.00","6,509,899.00",573.18,75.55,27.83,3.65,24.7,0.05,19.32,3.17,1.73,"4,291.86","1,762.60",274.34,"1,020.78",1.23,"1,232.91"
10,AA,American Airlines,2009,10,"45,514.00","10,497.00","56,011.00","5,582,936.00","1,537,370.00","7,120,306.00",609.01,140.56,41.48,3.51,53.36,0.06,42.15,4.01,1.76,"7,894.80","2,491.84",250.59,"2,449.31",1.92,"2,701.15"
11,AA,American Airlines,2009,11,"43,619.00","10,662.00","54,281.00","5,177,516.00","1,505,763.00","6,683,279.00",583.16,67.47,28.06,1.04,21.57,0.02,16.78,2.59,1.09,"3,478.31","1,694.72",65.12,774.8,0.47,943.2
12,AA,American Airlines,2009,12,"45,131.00","11,927.00","57,058.00","5,392,231.00","1,678,815.00","7,071,046.00",583.1,141.82,42.21,11.69,48.55,0.27,39.11,13.54,1.58,"8,597.41","2,551.80",872.8,"2,438.97",11.67,"2,722.16"
13,AA,American Airlines,2010,1,"45,545.00","11,842.00","57,387.00","5,071,320.00","1,623,904.00","6,695,224.00",589.51,103.08,35.68,5.26,35.17,0.28,26.69,14.63,1.65,"5,340.77","2,073.80",313.73,"1,354.34",30,"1,568.90"
14,AA,American Airlines,2010,2,"40,142.00","10,529.00","50,671.00","4,587,189.00","1,368,464.00","5,955,653.00",535.48,112.16,36.71,6.5,39.49,0.12,29.35,28.82,1.2,"6,388.13","2,255.67",495.82,"1,784.24",3.19,"1,849.20"
15,AA,American Airlines,2010,3,"46,963.00","12,095.00","59,058.00","5,826,764.00","1,676,622.00","7,503,386.00",598.73,133.62,40.83,9.29,47.39,0.09,36.01,7.23,2.44,"7,783.37","2,587.27",592.46,"2,177.43",3.01,"2,423.20"
16,AA,American Airlines,2010,4,"44,521.00","11,532.00","56,053.00","5,556,542.00","1,589,256.00","7,145,798.00",565.62,89.05,32.88,3.68,28.31,0.1,24.08,3.87,1.84,"4,944.53","2,009.80",253.66,"1,181.13",3.15,"1,496.80"
17,AA,American Airlines,2010,5,"44,949.00","12,299.00","57,248.00","5,668,495.00","1,706,781.00","7,375,276.00",606.96,128.2,36.54,7.38,47.18,0.11,36.99,10.96,2.97,"7,703.64","2,254.72",547.75,"2,365.13",3.31,"2,532.73"
18,AA,American Airlines,2010,6,"44,173.00","12,307.00","56,480.00","5,826,063.00","1,819,741.00","7,645,804.00",583.01,136.09,40.95,7.27,47.55,0.04,40.28,13.35,3.56,"8,118.55","2,557.36",569,"2,248.05",1.82,"2,742.31"
19,AA,American Airlines,2010,7,"46,117.00","13,282.00","59,399.00","6,019,072.00","2,044,146.00","8,063,218.00",602.77,130.1,42.49,7.29,43.1,0.08,37.14,7.39,3.25,"7,264.83","2,713.99",420.91,"1,779.08",2.49,"2,348.36"
20,AA,American Airlines,2010,8,"46,122.00","12,799.00","58,921.00","5,756,912.00","1,954,418.00","7,711,330.00",602.08,108.84,39.63,4.52,33.28,0.2,31.22,5.26,1.97,"6,346.86","2,695.82",325.9,"1,347.34",5.7,"1,972.10"
21,AA,American Airlines,2010,9,"43,268.00","10,957.00","54,225.00","5,120,391.00","1,570,938.00","6,691,329.00",563.94,87.01,27.5,6.09,30.44,0.09,22.9,4.34,2.04,"4,696.16","1,706.09",320.94,"1,329.40",4.64,"1,335.09"
22,AA,American Airlines,2010,10,"44,396.00","11,478.00","55,874.00","5,621,810.00","1,671,953.00","7,293,763.00",603.7,75.15,26.81,2.27,27.42,0.1,18.54,5.57,1.73,"4,081.22","1,502.59",256.84,"1,172.14",3.49,"1,146.16"
23,AA,American Airlines,2010,11,"43,094.00","11,233.00","54,327.00","5,271,371.00","1,597,873.00","6,869,244.00",575.53,81.52,26.52,3.37,30.83,0.02,20.77,2.07,1.01,"4,020.68","1,552.69",184.8,"1,124.37",1.21,"1,157.60"
24,AA,American Airlines,2010,12,"44,697.00","12,230.00","56,927.00","5,385,462.00","1,750,643.00","7,136,105.00",585.33,98.01,32.32,5.89,34.34,0.34,25.13,14.24,1.72,"5,355.58","1,875.22",354.86,"1,598.64",14.49,"1,512.37"
25,AA,American Airlines,2011,1,"44,782.00","12,562.00","57,344.00","4,984,095.00","1,721,945.00","6,706,040.00",591.68,98.9,34.88,6.12,31.13,0.01,26.75,19.1,1.26,"5,212.96","1,981.55",374.72,"1,269.32",0.65,"1,586.72"
26,AA,American Airlines,2011,2,"39,189.00","11,181.00","50,370.00","4,528,400.00","1,450,789.00","5,979,189.00",536.06,119.01,35.3,10.04,40.13,0.14,33.4,35.03,1.29,"6,421.86","2,048.06",665.69,"1,670.72",6.81,"2,030.58"
27,AA,American Airlines,2011,3,"46,034.00","12,423.00","58,457.00","5,672,521.00","1,749,361.00","7,421,882.00",598.78,102.36,37.31,2.48,34.54,0.06,27.97,10.69,1.71,"5,696.62","2,283.55",181.27,"1,502.64",2.19,"1,726.96"
28,AA,American Airlines,2011,4,"44,236.00","11,758.00","55,994.00","5,443,337.00","1,677,494.00","7,120,831.00",557.16,140.54,36.95,7.89,54.55,0.02,41.14,14.68,3.3,"8,599.59","2,280.40",663.94,"2,689.48",0.74,"2,965.04"
29,AA,American Airlines,2011,5,"43,937.00","12,071.00","56,008.00","5,620,742.00","1,738,519.00","7,359,261.00",590.87,137.97,41.45,10.48,45.73,0.05,40.26,32.72,4.64,"9,459.21","2,674.76","1,024.65","2,499.41",1.54,"3,258.85"
30,AA,American Airlines,2011,6,"44,959.00","12,285.00","57,244.00","5,859,655.00","1,855,489.00","7,715,144.00",571.99,116.29,43.31,5.19,35.58,0.13,32.09,12.98,2.56,"6,816.53","2,598.89",441.69,"1,589.21",6.36,"2,180.38"
31,AA,American Airlines,2011,7,"46,435.00","13,139.00","59,574.00","6,076,925.00","2,108,152.00","8,185,077.00",590.61,117.59,44.74,5.77,31.47,0.03,35.57,12.39,2.06,"6,888.41","2,718.40",414.83,"1,418.03",0.7,"2,336.46"
32,AA,American Airlines,2011,8,"45,552.00","12,327.00","57,879.00","5,717,545.00","1,928,311.00","7,645,856.00",586.39,118.61,42.99,7.21,33.46,0.07,34.88,20.01,2.45,"7,105.20","2,659.96",499.89,"1,576.39",5.58,"2,363.39"
33,AA,American Airlines,2011,9,"43,411.00","10,737.00","54,148.00","5,277,512.00","1,573,058.00","6,850,570.00",544.5,89.76,32.54,4.09,29.91,0.06,23.16,4.49,2.44,"5,074.90","2,029.53",323.31,"1,237.98",2.06,"1,482.03"
34,AA,American Airlines,2011,10,"44,337.00","11,147.00","55,484.00","5,597,937.00","1,636,251.00","7,234,188.00",577.44,92.34,33.55,2.67,32.52,0.07,23.53,3.49,1.51,"4,645.25","1,953.64",191.31,"1,167.42",2.55,"1,330.34"
35,AA,American Airlines,2011,11,"41,353.00","10,891.00","52,244.00","5,237,700.00","1,571,807.00","6,809,507.00",531.6,92.68,30.49,2.31,38.47,0,21.41,2.44,0.87,"4,558.73","1,774.38",119.33,"1,450.35",0.03,"1,214.64"
36,AA,American Airlines,2011,12,"42,745.00","12,449.00","55,194.00","5,217,199.00","1,791,107.00","7,008,306.00",529.44,88.05,33.06,3.53,29.2,0.01,22.24,3.48,1.46,"4,323.91","1,956.51",178.68,992.98,0.37,"1,195.38"
37,AA,American Airlines,2012,1,"43,139.00","12,567.00","55,706.00","4,997,279.00","1,772,562.00","6,769,841.00",533.3,77.4,27.95,3.82,27.86,0.13,17.65,8.76,1.13,"3,886.21","1,662.66",204.76,"1,023.33",4.85,990.61
38,AA,American Airlines,2012,2,"41,446.00","11,652.00","53,098.00","4,867,812.00","1,547,404.00","6,415,216.00",510.26,64.71,24.25,1.35,23.41,0.04,15.64,5.66,0.76,"3,284.77","1,459.60",88.48,778.02,1.96,956.71
39,AA,American Airlines,2012,3,"45,567.00","12,451.00","58,018.00","5,799,813.00","1,805,382.00","7,605,195.00",569.25,103.51,29.5,4.65,36.43,0.11,32.81,8.9,1.91,"5,950.54","1,781.57",341.72,"1,427.63",3.15,"2,396.48"
40,AA,American Airlines,2012,4,"42,425.00","11,566.00","53,991.00","5,407,854.00","1,720,613.00","7,128,467.00",534.35,77.63,22.88,5.74,24.03,0.06,24.92,19.79,2.13,"4,842.06","1,360.61",569.07,903.87,1.93,"2,006.59"
41,AA,American Airlines,2012,5,"45,084.00","12,039.00","57,123.00","5,810,112.00","1,752,991.00","7,563,103.00",578.58,107.35,28.47,8.44,36.28,0.06,34.09,3.69,3.01,"6,924.91","1,815.59",702.41,"1,650.78",3.18,"2,752.95"
42,AA,American Airlines,2012,6,"43,178.00","12,085.00","55,263.00","5,763,314.00","1,877,300.00","7,640,614.00",544.31,99.18,31.68,6.94,30.76,0.24,29.56,8.01,2.69,"6,218.56","2,034.36",618.51,"1,436.65",7.95,"2,121.09"
43,AA,American Airlines,2012,7,"44,515.00","13,115.00","57,630.00","5,862,790.00","2,118,354.00","7,981,144.00",559.4,121.99,36.29,7.63,41.03,0.04,36.99,6.78,3.16,"7,528.89","2,221.48",595.66,"2,070.65",1.73,"2,639.38"
44,AA,American Airlines,2012,8,"44,018.00","12,313.00","56,331.00","5,670,333.00","1,962,848.00","7,633,181.00",557.93,128.19,39.57,5.66,41.9,0.32,40.74,10.64,2.38,"7,488.48","2,423.26",422.43,"1,742.63",13.49,"2,886.68"
45,AA,American Airlines,2012,9,"40,677.00","10,998.00","51,675.00","4,927,838.00","1,632,458.00","6,560,296.00",522.81,201.96,70.6,3.75,60.12,0.18,67.31,16.3,1.4,"11,697.08","4,623.70",206.25,"2,224.64",8.46,"4,634.03"
46,AA,American Airlines,2012,10,"42,071.00","11,399.00","53,470.00","5,307,352.00","1,638,952.00","6,946,304.00",560.19,164.3,53.9,2.13,59.68,0.08,48.5,15.64,1.27,"7,902.44","2,973.32",118,"1,996.09",2.36,"2,812.66"
47,AA,American Airlines,2012,11,"41,689.00","11,659.00","53,348.00","5,217,765.00","1,663,385.00","6,881,150.00",537.95,104.19,39.98,0.83,31.43,0.08,31.87,4.45,0.86,"5,044.17","2,104.17",64.51,"1,040.18",2.37,"1,832.94"
48,AA,American Airlines,2012,12,"44,037.00","12,988.00","57,025.00","5,377,297.00","1,828,984.00","7,206,281.00",545.63,123.09,40.27,4.03,35.37,0.08,43.34,10.56,1.49,"6,830.21","2,312.10",355,"1,469.63",2.99,"2,690.49"
49,AA,American Airlines,2013,1,"44,107.00","12,785.00","56,892.00","5,195,596.00","1,781,780.00","6,977,376.00",546.93,101.11,32.02,4.04,31.33,0.19,33.53,10.52,1.15,"5,202.35","1,792.35",281.07,"1,152.56",13.63,"1,962.73"
50,AA,American Airlines,2013,2,"40,076.00","11,567.00","51,643.00","4,822,406.00","1,537,307.00","6,359,713.00",497.46,94.33,27.68,4.92,28.25,0.03,33.46,10.11,1.05,"4,971.74","1,628.30",274.29,"1,105.33",0.61,"1,963.21"
51,AA,American Airlines,2013,3,"45,332.00","13,100.00","58,432.00","5,673,163.00","1,872,393.00","7,545,556.00",556.12,94.78,27.59,4.1,29.07,0.08,33.94,5.27,1.26,"5,367.35","1,631.30",278.09,"1,228.38",2.87,"2,226.72"
52,AA,American Airlines,2013,4,"43,469.00","12,082.00","55,551.00","5,349,248.00","1,686,536.00","7,035,784.00",553.31,139.63,36.6,4.34,45.11,0.03,53.56,12.11,1.61,"9,358.56","2,714.45",351.39,"2,317.86",1.08,"3,973.79"
53,AA,American Airlines,2013,5,"45,433.00","12,601.00","58,034.00","5,661,503.00","1,796,344.00","7,457,847.00",585.94,128.08,34.14,5.51,41.81,0.05,46.57,7.73,3.51,"8,319.00","2,133.46",537.95,"2,137.08",2.74,"3,507.77"
54,AA,American Airlines,2013,6,"44,895.00","12,973.00","57,868.00","5,766,511.00","1,953,480.00","7,719,991.00",551.99,156.05,38.81,8.77,41.94,0.07,66.46,7.85,2.87,"10,533.15","2,682.11",696.24,"2,159.74",4.11,"4,990.94"
55,AA,American Airlines,2013,7,"46,654.00","13,895.00","60,549.00","5,904,915.00","2,168,377.00","8,073,292.00",575.91,138.44,38.23,5.87,39.84,0.02,54.48,10.57,3.05,"8,044.85","2,333.35",397.5,"1,809.89",0.6,"3,503.51"
56,AA,American Airlines,2013,8,"46,595.00","13,539.00","60,134.00","5,717,993.00","2,068,984.00","7,786,977.00",572.24,98.48,30.86,3.19,28.57,0.09,35.76,6.45,2.13,"5,516.44","1,781.50",292.5,"1,192.89",4.09,"2,245.46"
57,AA,American Airlines,2013,9,"42,986.00","11,159.00","54,145.00","5,004,226.00","1,634,307.00","6,638,533.00",525.73,80.65,26.5,3.19,22.87,0.04,28.05,3.24,1.8,"4,830.09","1,619.59",246.68,"1,011.16",1.01,"1,951.65"
58,AA,American Airlines,2013,10,"45,244.00","11,557.00","56,801.00","5,537,823.00","1,687,648.00","7,225,471.00",572.39,96.75,30.23,1.9,30.03,0,34.59,0.89,1.28,"4,724.08","1,699.84",106.06,972.97,0,"1,945.20"
59,AA,American Airlines,2013,11,"42,619.00","11,679.00","54,298.00","5,039,567.00","1,630,630.00","6,670,197.00",540.04,87.63,27.58,1.82,26.17,0.43,31.63,8.69,1.25,"4,565.59","1,631.38",110.9,886.14,45.74,"1,891.44"
60,AA,American Airlines,2013,12,"42,876.00","13,414.00","56,290.00","5,379,304.00","1,950,554.00","7,329,858.00",544.49,124.02,35.01,9.24,34.59,0.05,45.13,35.5,1.08,"6,827.40","2,081.94",620.67,"1,359.86",2.6,"2,762.35"
61,AA,American Airlines,2014,1,"43,978.00","13,427.00","57,405.00","5,222,881.00","1,881,402.00","7,104,283.00",540.49,111.68,35.4,8.6,28.19,0.03,39.46,18.74,1.38,"6,329.21","2,137.82",608.07,"1,097.63",0.73,"2,484.96"
62,AA,American Airlines,2014,2,"39,248.00","11,914.00","51,162.00","4,816,811.00","1,558,364.00","6,375,175.00",488.52,102.46,29.5,5.29,32.99,0.01,34.68,23.33,1.33,"6,085.77","1,870.15",399.56,"1,507.80",0.65,"2,307.61"
63,AA,American Airlines,2014,3,"45,537.00","13,526.00","59,063.00","5,741,624.00","1,807,255.00","7,548,879.00",550.83,99.54,29.75,3.35,32.85,0.14,33.44,10.44,1.49,"5,640.48","1,844.33",254.48,"1,310.42",4.26,"2,226.99"
64,AA,American Airlines,2014,4,"43,630.00","12,877.00","56,507.00","5,501,405.00","1,767,296.00","7,268,701.00",551.52,93.81,26.58,3.05,34.02,0.07,30.09,1.75,2.23,"5,414.78","1,790.95",210.54,"1,350.10",1.92,"2,061.27"
65,AA,American Airlines,2014,5,"44,916.00","13,085.00","58,001.00","5,767,256.00","1,820,960.00","7,588,216.00",556.88,112.98,33.59,5.8,35.39,0.05,38.15,13,3.35,"7,145.65","2,047.04",696.94,"1,740.60",2.56,"2,658.51"
66,AA,American Airlines,2014,6,"45,663.00","13,436.00","59,099.00","5,935,921.00","1,918,545.00","7,854,466.00",545.54,167.64,40.55,9.61,51.86,0.07,65.56,6,3.27,"11,031.26","2,802.40",813.87,"2,454.00",3.1,"4,957.89"
67,AA,American Airlines,2014,7,"47,130.00","14,057.00","61,187.00","6,137,012.00","2,106,182.00","8,243,194.00",564.88,146.5,40.13,5.52,45.24,0.13,55.48,7.1,2.79,"8,772.11","2,551.51",541.79,"1,970.44",3.92,"3,704.45"
68,AA,American Airlines,2014,8,"45,957.00","13,098.00","59,055.00","5,846,685.00","1,969,771.00","7,816,456.00",549.6,139.14,39.8,6.87,42.43,0.07,49.97,5.57,2.8,"8,543.64","2,544.27",654.04,"1,817.99",2.43,"3,524.92"
69,AA,American Airlines,2014,9,"43,110.00","10,995.00","54,105.00","5,163,078.00","1,549,901.00","6,712,979.00",515.13,92.98,28.9,1.23,34.38,0.1,28.37,3.21,1.17,"5,019.56","1,790.76",72.08,"1,370.62",6.88,"1,779.21"
70,AA,American Airlines,2014,10,"44,856.00","11,253.00","56,109.00","5,586,600.00","1,599,344.00","7,185,944.00",543.53,123.95,32.84,3.57,46.06,0.21,41.26,4.71,1.4,"7,516.59","2,071.10",317.82,"2,255.70",13.17,"2,858.81"
71,AA,American Airlines,2014,11,"42,397.00","11,996.00","54,393.00","5,099,070.00","1,591,197.00","6,690,267.00",531.76,111.29,32.78,3.58,32.47,0.14,42.32,3.19,1.19,"6,404.50","2,140.50",251.61,"1,213.24",5.29,"2,793.86"
72,AA,American Airlines,2014,12,"45,150.00","13,324.00","58,474.00","5,566,235.00","1,873,600.00","7,439,835.00",534,137.06,41.92,1.12,41.67,0.16,52.19,4.21,1.18,"7,786.80","2,803.72",82.6,"1,529.25",5.91,"3,365.33"
73,AA,American Airlines,2015,1,"43,287.00","12,960.00","56,247.00","5,140,185.00","1,807,013.00","6,947,198.00",543.94,117.64,37.81,4.24,34.38,0.18,41.03,11.11,1.05,"6,858.01","2,515.20",306.42,"1,240.25",7.85,"2,788.30"
74,AA,American Airlines,2015,2,"37,396.00","11,417.00","48,813.00","4,684,026.00","1,532,258.00","6,216,284.00",497.94,99.06,29.97,6.66,35.65,0.16,26.61,31.93,1.26,"6,270.79","2,080.13",640.79,"1,550.75",6.39,"1,992.74"
75,AA,American Airlines,2015,3,"44,655.00","12,867.00","57,522.00","5,730,340.00","1,776,793.00","7,507,133.00",560.56,119.09,41.82,2.23,35.47,0.15,39.42,17.41,1.2,"6,951.27","2,706.11",224.6,"1,327.43",5.02,"2,688.11"
76,AA,American Airlines,2015,4,"44,663.00","12,144.00","56,807.00","5,688,230.00","1,671,021.00","7,359,251.00",559.63,109.18,32.58,6.84,36.25,0.14,33.37,4.43,2.96,"7,020.71","2,128.76",584.3,"1,591.03",5.04,"2,711.59"
77,AA,American Airlines,2015,5,"44,065.00","12,673.00","56,738.00","5,704,600.00","1,777,277.00","7,481,877.00",588.29,113.38,33.14,8.17,35.54,0.13,36.4,11.63,2.83,"7,552.76","2,371.00",813.95,"1,594.32",5.84,"2,767.66"
78,AA,American Airlines,2015,6,"44,042.00","13,401.00","57,443.00","5,938,232.00","1,950,817.00","7,889,049.00",568.72,125.73,38.7,5.77,36.66,0.19,44.42,6.91,2.65,"8,538.62","2,854.26",466.45,"1,749.97",7.76,"3,460.18"
79,AA,American Airlines,2015,7,"81,130.00","19,027.00","100,157.00","11,012,728.00","2,955,422.00","13,968,150.00",946.91,180,57.47,5.93,56.12,0.49,59.98,6.53,2.58,"10,499.19","3,492.65",432.97,"2,388.91",18.72,"4,165.94"
80,AA,American Airlines,2015,8,"79,263.00","17,877.00","97,140.00","10,562,351.00","2,778,911.00","13,341,262.00",938.21,169.98,57.38,6.75,52.43,0.73,52.69,9.29,2.94,"10,150.58","3,760.85",506.15,"2,340.69",29.86,"3,513.02"
81,AA,American Airlines,2015,9,"73,187.00","14,636.00","87,823.00","9,394,625.00","2,153,178.00","11,547,803.00",833.85,114.48,39.6,4.42,39.58,0.34,30.53,4.01,1.57,"6,309.82","2,490.41",298.13,"1,505.05",13.51,"2,002.73"
82,AA,American Airlines,2015,10,"76,790.00","14,893.00","91,683.00","10,202,478.00","2,217,380.00","12,419,858.00",868.43,114.37,40.13,3.51,40.2,0.36,30.17,8.15,2.07,"6,614.52","2,480.94",386.94,"1,572.97",12.07,"2,161.60"
83,AA,American Airlines,2015,11,"73,572.00","14,795.00","88,367.00","9,500,290.00","2,020,508.00","11,520,798.00",830.01,127.01,41.75,4.68,44.52,0.86,35.19,6.2,2.1,"7,263.98","2,548.26",444.56,"1,792.26",48.58,"2,430.31"
84,AA,American Airlines,2015,12,"75,602.00","17,065.00","92,667.00","9,721,932.00","2,370,064.00","12,091,996.00",832.2,156.71,52.3,4.69,55.26,0.71,43.74,13.89,2.24,"9,200.12","3,282.91",515.61,"2,237.93",26.22,"3,137.45"
85,AA,American Airlines,2016,1,"73,096.00","16,163.00","89,259.00","9,044,128.00","2,237,425.00","11,281,553.00",795.58,130.99,46.29,3.94,44.59,0.37,35.8,28.63,1.31,"7,320.72","3,076.35",381.63,"1,551.44",15.16,"2,296.14"
86,AA,American Airlines,2016,2,"70,596.00","14,975.00","85,571.00","8,630,105.00","1,931,654.00","10,561,759.00",752,115.78,36.18,3.44,44.45,0.3,31.41,10.56,1.44,"6,878.04","2,317.01",342.6,"1,971.86",10.65,"2,235.92"
87,AA,American Airlines,2016,3,"78,887.00","17,062.00","95,949.00","10,231,931.00","2,403,928.00","12,635,859.00",859.99,159.8,46.76,4.48,57.65,0.7,50.22,4.68,1.89,"9,155.08","3,069.96",361.82,"2,285.84",33.13,"3,404.34"
88,AA,American Airlines,2016,4,"74,412.00","16,328.00","90,740.00","9,612,141.00","2,218,028.00","11,830,169.00",813.68,125.14,38.67,3.43,48.02,0.36,34.66,7.17,1.85,"7,363.65","2,516.86",385.25,"1,955.55",12.01,"2,493.98"
89,AA,American Airlines,2016,5,"78,480.00","16,373.00","94,853.00","10,283,822.00","2,330,575.00","12,614,397.00",894.07,164.09,48.26,7.95,59.92,0.59,47.38,5.6,2.99,"10,275.06","3,405.93",782.3,"2,531.99",18,"3,536.84"
90,AA,American Airlines,2016,6,"79,164.00","17,298.00","96,462.00","10,576,237.00","2,570,740.00","13,146,977.00",894.92,234.43,70.53,8.84,72.95,0.46,81.66,9.34,3.12,"15,658.10","5,110.52",919.65,"3,364.75",21.24,"6,241.94"
91,AA,American Airlines,2016,7,"80,654.00","18,349.00","99,003.00","10,707,983.00","2,855,898.00","13,563,881.00",928.16,252.17,74.61,10.84,78.11,0.64,87.98,16.27,3.8,"17,371.01","5,381.67","1,032.86","4,060.42",26.4,"6,869.66"
92,AA,American Airlines,2016,8,"79,138.00","16,910.00","96,048.00","10,094,479.00","2,610,334.00","12,704,813.00",862.81,223.18,65.74,8.99,72.86,0.68,74.92,16.11,3.41,"15,074.26","4,897.78",911.72,"3,655.51",44.02,"5,565.23"
93,AA,American Airlines,2016,9,"72,358.00","13,707.00","86,065.00","9,213,005.00","2,007,737.00","11,220,742.00",762.74,127.47,38.25,5.13,48.53,0.23,33.98,2.56,1.2,"7,106.60","2,454.64",341.89,"1,999.01",9.72,"2,301.34"
94,AA,American Airlines,2016,10,"74,458.00","14,167.00","88,625.00","9,669,243.00","2,094,834.00","11,764,077.00",808.29,114.01,36.92,0.93,44.87,0.24,31.05,8.87,0.92,"5,854.09","2,235.56",73.86,"1,635.38",11.41,"1,897.88"
95,AA,American Airlines,2016,11,"71,727.00","13,751.00","85,478.00","9,228,542.00","1,941,246.00","11,169,788.00",789.22,112.16,33.32,1.23,47.18,0.29,30.14,1.99,0.96,"5,694.71","1,961.25",87.36,"1,701.24",16.1,"1,928.76"
96,AA,American Airlines,2016,12,"73,393.00","16,764.00","90,157.00","9,334,761.00","2,360,973.00","11,695,734.00",793.57,158.62,48.8,4.27,56.02,0.46,49.07,5.91,1.42,"9,404.87","3,232.49",425.24,"2,200.69",20.71,"3,525.74"
97,AA,American Airlines,2017,1,"72,378.00","15,749.00","88,127.00","8,850,729.00","2,200,571.00","11,051,300.00",786.37,150.53,44.18,3.37,60.93,0.51,41.53,10.54,2.2,"8,336.03","2,820.33",354.06,"2,313.60",26.82,"2,821.22"
98,AA,American Airlines,2017,2,"66,463.00","14,055.00","80,518.00","8,313,772.00","1,853,828.00","10,167,600.00",714.07,96.23,30.02,1.49,39.68,0.13,24.91,8.41,1.22,"5,382.66","2,014.38",165.26,"1,484.47",4.83,"1,713.72"
99,AA,American Airlines,2017,3,"77,089.00","16,526.00","93,615.00","10,234,502.00","2,298,450.00","12,532,952.00",867.93,156.81,46.1,2.73,59.4,0.36,48.22,13.61,1.49,"8,942.90","3,116.44",198.21,"2,302.62",17.07,"3,308.56"
100,AA,American Airlines,2017,4,"73,099.00","16,651.00","89,750.00","9,606,283.00","2,453,381.00","12,059,664.00",767.25,154.36,41.25,3.76,60.05,0.26,49.04,7.76,1.48,"9,904.73","2,919.04",301.83,"2,839.95",11.46,"3,832.45"
101,AA,American Airlines,2017,5,"77,011.00","17,295.00","94,306.00","10,136,949.00","2,545,846.00","12,682,795.00",831.48,158.05,42.92,2.56,63.75,0.31,48.51,5.35,1.73,"9,327.15","2,906.28",191.74,"2,845.17",14.59,"3,369.37"
102,AA,American Airlines,2017,6,"76,142.00","17,932.00","94,074.00","10,253,686.00","2,754,153.00","13,007,839.00",787.03,195.34,51.4,8.55,67.02,0.39,67.98,13.2,2.46,"13,113.18","3,687.82",765.67,"3,443.71",18.73,"5,197.24"
103,AA,American Airlines,2017,7,"78,311.00","18,891.00","97,202.00","10,476,594.00","2,971,718.00","13,448,312.00",863.08,212.25,59.8,11.37,66.79,0.57,73.72,16.37,3.59,"14,556.89","4,391.97",988.76,"3,409.99",36.36,"5,729.82"
104,AA,American Airlines,2017,8,"78,553.00","17,568.00","96,121.00","10,366,917.00","2,746,344.00","13,113,261.00",808.87,168.07,48.13,5.78,61.02,0.51,52.64,10.14,2.41,"10,032.68","3,139.99",459.94,"2,723.22",24.87,"3,684.66"
105,AA,American Airlines,2017,9,"68,928.00","12,778.00","81,706.00","8,844,642.00","1,941,685.00","10,786,327.00",735.32,91.16,31.16,2.26,33.99,0.34,23.42,33.96,1.15,"5,139.45","1,950.79",228.07,"1,313.30",14.71,"1,632.58"
106,AA,American Airlines,2017,10,"75,559.00","15,007.00","90,566.00","10,184,330.00","2,201,837.00","12,386,167.00",764.77,109.12,35.7,1.69,42.04,0.36,29.33,3.66,1.2,"6,010.05","2,216.88",121.37,"1,624.07",15.49,"2,032.23"
